movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score,producer_score
The Talented Mr. Ripley,76,1999-12-24,116256518.95,1999-12-25,139.0,R,Thriller,Paramount,Anthony Minghella,"Sydney Pollack, ,(executive)",57200000.0,2369.0,"Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett,Philip Seymour Hoffman,Jack Davenport,Philip Baker Hall*",,,Gabriel Yared,12,1999,1.43,49074.0898902,108815277.92,59401091.538
The Terminal,55,2004-06-18,98119832.58,2004-06-18,128.0,PG-13,Comedy / Drama,DreamWorks,Steven Spielberg,"Jason Hoffs, ,(executive),Steven Spielberg,Patricia Whitcher, ,(executive)",75600000.0,2914.0,"Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Diego Luna*,Zoe Saldana*","Sacha Gervasi,Jeff Nathanson,Andrew Niccol*",,John Williams,6,2004,1.26,33671.8711668,393983954.22,176442089.065
The Texas Chainsaw Massacre,38,2003-10-17,103937434.95,2003-10-17,90.0,R,Horror,New Line,Marcus Nispel,"Michael Bay,Ted Field, ,(executive),Andrew Form, ,(executive),Brad Fuller, ,(executive)",12255000.0,3018.0,"Jessica Biel,Mike Vogel",,,Steve Jablonsky,10,2003,1.29,34439.1765905,15769052.0333,233812602.18
The Theory of Everything,72,2014-11-07,36252472.37,2014-11-07,123.0,PG-13,Drama,Focus Features,James Marsh,"Tim Bevan,Lisa Bruce,Eric Fellner,Anthony McCarten",15150000.0,1220.0,"Eddie Redmayne,Felicity Jones,Emily Watson,David Thewlis",Anthony McCarten,,,11,2014,1.01,29715.1412869,70352854.76,50310594.3755
The Thomas Crown Affair,72,1999-08-06,99106408.83,1999-08-06,113.0,R,Romantic Thriller,MGM,John McTiernan,"Michael Tadross, ,(executive)",68640000.0,2427.0,"Pierce Brosnan,Rene Russo","Leslie Dixon,Kurt Wimmer",,,8,1999,1.43,40834.9438937,125830317.667,78623539.0
The Three Stooges,56,2012-04-13,46111752.96,2012-04-13,92.0,PG,Comedy,Fox,The Farrelly Bros.,"The Farrelly Bros.,Bradley Thomas,Charles B. Wessler",31200000.0,3482.0,"Sean Hayes,Will Sasso,Chris Diamantopoulos,Jane Lynch,Sofia Vergara,Jennifer Hudson,Larry David,Kate Upton","Mike Cerrone,The Farrelly Bros.",,John Debney,4,2012,1.04,13242.8928662,118266232.457,100872258.922
The Time Machine,42,2002-03-08,75018892.08,2002-03-08,96.0,PG-13,Sci-Fi Adventure,DreamWorks,Simon Wells,"John Logan,David Valdes",105600000.0,2958.0,Guy Pearce,John Logan,,Klaus Badelt,3,2002,1.32,25361.3563489,48352735.0425,103159674.273
The Time Traveler's Wife,47,2009-08-14,70390479.06,2009-08-14,108.0,PG-13,Romance,Warner Bros. (New Line),Robert Schwentke,"Dede Gardner,Brad Pitt, ,(executive),Nick Wechsler",43290000.0,2988.0,"Rachel McAdams,Eric Bana,Ron Livingston",,,Mychael Danna,8,2009,1.11,23557.7239157,130768238.819,57087439.3667
The Town,74,2010-09-17,100483025.58,2010-09-17,123.0,R,Crime Drama,Warner Bros.,Ben Affleck,"Basil Iwanyk,Jon Jashni, ,(executive),Graham King,Thomas Tull, ,(executive)",40330000.0,2935.0,"Ben Affleck,Jon Hamm,Rebecca Hall,Chris Cooper,Jeremy Renner,Blake Lively,Pete Postlethwaite","Ben Affleck,Peter Craig",,"David Buckley,Harry Gregson-Williams",9,2010,1.09,34236.1245588,88097345.58,176838550.735
The Transporter,51,2002-10-11,33391310.04,2002-10-11,92.0,PG-13,Action,Fox,,Luc Besson,27720000.0,2610.0,Jason Statham,"Luc Besson,Robert Mark Kamen",,,10,2002,1.32,12793.6053793,6696543.61,23351243.1567
The Twilight Saga: Eclipse,58,2010-06-30,327579608.59,2010-06-30,124.0,PG-13,Romance,Summit Entertainment,David Slade,"Marty Bowen, ,(executive),Wyck Godfrey,Karen Rosenfelt",74120000.0,4468.0,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Ashley Greene,Billy Burke,Peter Facinelli,Elizabeth Reaser,Nikki Reed,Kellan Lutz,Jackson Rathbone,Dakota Fanning,Cameron Bright*,Bryce Dallas Howard*,Catalina Sandino Moreno*,Anna Kendrick*,Sarah Clarke*,Xavier Samuel",Melissa Rosenberg,,Howard Shore,6,2010,1.09,73316.8327193,329252233.74,213479367.362
The Twilight Saga: New Moon,44,2009-11-20,329252233.74,2009-11-20,130.0,PG-13,Romance,Summit Entertainment,Chris Weitz,"Marty Bowen, ,(executive),Wyck Godfrey,Karen Rosenfelt",55500000.0,4124.0,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Billy Burke,Ashley Greene,Peter Facinelli,Elizabeth Reaser,Jackson Rathbone,Kellan Lutz,Michael Sheen,Dakota Fanning*,Anna Kendrick*,Cam Gigandet*",Melissa Rosenberg,,Alexandre Desplat,11,2009,1.11,79838.0780165,283895220.93,203698100.28
The Ugly Truth,28,2009-07-24,98695887.54,2009-07-24,96.0,R,Romantic Comedy,Sony / Columbia,Robert Luketic,"Gary Lucchesi,Tom Rosenberg",42180000.0,2975.0,"Katherine Heigl,Gerard Butler,Cheryl Hines","Karen McCullah Lutz,Kirsten Smith",,Aaron Zigman,7,2009,1.11,33175.0882487,70505397.8644,50553932.8953
The Village,44,2004-07-30,143888875.2,2004-07-30,108.0,PG-13,Period Horror,Buena Vista,M. Night Shyamalan,"Sam Mercer,Scott Rudin,M. Night Shyamalan",75600000.0,3733.0,"Joaquin Phoenix,Bryce Dallas Howard,Adrien Brody,Sigourney Weaver,Brendan Gleeson,Jesse Eisenberg,M. Night Shyamalan*",M. Night Shyamalan,Roger Deakins,James Newton Howard,7,2004,1.26,38545.1045272,283915200.753,217437565.952
The Virgin Suicides,76,2000-04-21,6770596.02,2000-04-21,97.0,R,Drama,Paramount Classics,Sofia Coppola,Dan Halsted,12420000.0,275.0,"Kathleen Turner,Kirsten Dunst,Josh Hartnett,Danny DeVito*,Hayden Christensen*,Giovanni Ribisi*, ,(Narrator)",Sofia Coppola,Edward Lachman,,4,2000,1.38,24620.3491636,67735146.61,47792026.1067
The Vow,43,2012-02-10,130014591.2,2012-02-10,104.0,PG-13,Drama,Sony / Screen Gems,Michael Sucsy,"Gary Barber,Roger Birnbaum,J. Miles Dale, ,(executive),Jonathan Glickman,Paul Taublieb",31200000.0,3038.0,"Rachel McAdams,Channing Tatum,Sam Neill,Scott Speedman,Jessica Lange","Abby Kohn,Marc Silverstein,Michael Sucsy",,"Michael Brook,Rachel Portman",2,2012,1.04,42796.1129691,177200000.0,84815377.3402
The Walk,70,2015-09-30,10137502.0,2015-09-30,123.0,PG,Adventure,TriStar,Robert Zemeckis,Robert Zemeckis,35000000.0,2509.0,"Joseph Gordon-Levitt,Ben Kingsley,Charlotte LeBon,James Badge Dale",,Dariusz Wolski,,9,2015,1.0,4040.45516142,187308625.54,22676323.48
The Water Diviner,50,2015-04-24,4196641.0,2015-04-24,111.0,R,War Drama,Warner Bros.,Russell Crowe,"Brett Ratner, ,(executive)",22500000.0,385.0,"Russell Crowe,Olga Kurylenko,Jai Courtney,Isabel Lucas",,Andrew Lesnie,,4,2015,1.0,10900.3662338,95111085.0333,65227547.6433
The Waterboy,41,1998-11-06,161491646.0,1998-11-06,90.0,PG-13,Sports Comedy,Buena Vista,Frank Coraci,"Jack Giarraputo,Adam Sandler, ,(executive),Robert Simonds",23000000.0,2782.0,"Adam Sandler,Kathy Bates,Fairuza Balk,Rob Schneider*, ,(Cameo)","Tim Herlihy,Adam Sandler",,,11,1998,1.0,58048.7584472,215657374.0,80245725.0
The Weather Man,61,2005-10-28,15228985.5,2005-10-28,102.0,R,Comedy / Drama,Paramount,Gore Verbinski,"Todd Black,Jason Blumenthal,Steve Tisch",26840000.0,1510.0,"Nicolas Cage,Michael Caine,Hope Davis,Nicholas Hoult",Steve Conrad,,Hans Zimmer,10,2005,1.22,10085.4208609,90722091.8436,78228684.4033
The Wedding Date,32,2005-02-04,38706933.9,2005-02-04,90.0,PG-13,Romantic Comedy,Universal,,"Jessica Bendinger,Paul Brooks,Scott Niemeyer, ,(executive)",18300000.0,1704.0,"Debra Messing,Dermot Mulroney,Amy Adams,Jack Davenport",Dana Fox,,,2,2005,1.22,22715.3367958,255120236.585,318698434.56
The Wedding Ringer,35,2015-01-16,64460211.0,2015-01-16,101.0,R,Comedy,Sony / Screen Gems,Jeremy Garelick,"Jeremy Garelick, ,(executive),Will Packer",23000000.0,3003.0,"Kevin Hart,Josh Gad,Kaley Cuoco,Olivia Thirlby","Jeremy Garelick,Jay Lavender",,Christopher Lennertz,1,2015,1.0,21465.2717283,114570423.3,63054665.7827
The Wedding Singer,59,1998-02-13,80245725.0,1998-02-13,110.0,PG-13,Romantic Comedy,New Line,Frank Coraci,"Jack Giarraputo,Brad Grey, ,(executive),Robert Simonds",18000000.0,2837.0,"Adam Sandler,Drew Barrymore,Christine Taylor",Tim Herlihy,Tim Suhrstedt,Teddy Castellucci,2,1998,1.0,28285.4159323,231121850.0,49532197.0
The Whole Nine Yards,47,2000-02-18,79022238.96,2000-02-18,98.0,R,Crime Comedy,Warner Bros.,,"Don Carmody, ,(co-producer)",56994000.0,2910.0,"Michael Clarke Duncan,Matthew Perry,Bruce Willis,Amanda Peet",Mitchell Kapner,,Randy Edelman,2,2000,1.38,27155.4085773,198602073.41,69542901.9678
The Wicker Man,36,2006-09-01,27905969.86,2006-09-01,106.0,PG-13,Horror Thriller,Warner Bros.,Neil LaBute,"Nicolas Cage,Randall Emmett,George Furla, ,(executive),JoAnne Sellar",47200000.0,2784.0,"Nicolas Cage,Ellen Burstyn,Leelee Sobieski,Molly Parker",Neil LaBute,,,9,2006,1.18,10023.6960704,67167442.9442,46699690.03
The Wild,47,2006-04-14,44113174.28,2006-04-14,94.0,G,Animation,Buena Vista,,Beau Flynn,94400000.0,2854.0,"Kiefer Sutherland*, ,(Voice)",,,Alan Silvestri,4,2006,1.18,15456.6132726,164683275.75,29298986.264
The Wolf of Wall Street,75,2013-12-25,119238707.88,2013-12-25,180.0,R,Drama,Paramount,Martin Scorsese,"Riza Aziz,Leonardo DiCaprio,Joey McFarland,Martin Scorsese,Irwin Winkler, ,(executive)",102000000.0,2557.0,"Leonardo DiCaprio,Jonah Hill,Matthew McConaughey,Margot Robbie,Kyle Chandler,Jon Bernthal,Jon Favreau,Shea Whigham,Rob Reiner,Jean Dujardin",Terence Winter,,Howard Shore,12,2013,1.02,46632.267454,157593579.598,69201138.38
The Wolfman,43,2010-02-12,67557851.2,2010-02-12,102.0,R,Horror,Universal,Joe Johnston,"Ryan Kavanaugh, ,(executive),Scott Stuber",163500000.0,3223.0,"Benicio Del Toro,Anthony Hopkins,Emily Blunt,Hugo Weaving",Andrew Kevin Walker,,Danny Elfman,2,2010,1.09,20961.17009,254152705.938,79631937.32
The Wolverine,60,2013-07-26,135207989.04,2013-07-26,126.0,PG-13,Action,Fox,James Mangold,"Lauren Schuler Donner,Hugh Jackman,Stan Lee, ,(executive),Hutch Parker",122400000.0,3924.0,"Hugh Jackman,Famke Janssen*","Mark Bomback,Scott Frank",,Marco Beltrami,7,2013,1.02,34456.6740673,139572398.555,229017741.517
The Wood,52,1999-07-16,35835285.2,1999-07-16,106.0,R,Comedy / Drama,Paramount,Rick Famuyiwa,"Albert Berger,Ron Yerxa",8580000.0,1191.0,"Omar Epps,Sanaa Lathan",,,,7,1999,1.43,30088.4006717,60165405.495,21309918.63
The World's End,81,2013-08-23,26524948.02,2013-08-23,109.0,R,Comedy,Focus Features,Edgar Wright,"Tim Bevan,Eric Fellner",20400000.0,1553.0,"Simon Pegg,Nick Frost,Martin Freeman,Paddy Considine,Eddie Marsan,Rosamund Pike,Pierce Brosnan","Simon Pegg,Edgar Wright",,Steven Price,8,2013,1.02,17079.8119897,145894258.433,51103449.254
The Yards,58,2000-10-20,1227305.76,2000-10-20,115.0,R,Crime Drama,Miramax,James Gray,Nick Wechsler,33120000.0,146.0,"Mark Wahlberg,Joaquin Phoenix,Charlize Theron","James Gray,Matt Reeves",Harris Savides,Howard Shore,10,2000,1.38,8406.20383562,155731014.855,4729352.0
The Young Victoria,64,2009-12-18,12211411.92,2009-12-18,104.0,PG,Historical Drama,Apparition,Jean-Marc Vallee,"Tim Headington,Graham King,Martin Scorsese",38850000.0,476.0,"Emily Blunt,Rupert Friend,Paul Bettany,Miranda Richardson,Jim Broadbent,Mark Strong",,,Ilan Eshkeri,12,2009,1.11,25654.2267227,111927001.025,80354834.8429
There Will Be Blood,92,2007-12-26,46255891.1,2007-12-26,158.0,R,Drama,Paramount Vantage,Paul Thomas Anderson,"Paul Thomas Anderson,Daniel Lupi,Scott Rudin,JoAnne Sellar",28750000.0,1620.0,"Daniel Day-Lewis,Paul Dano,Ciaran Hinds",Paul Thomas Anderson,,Jonny Greenwood,12,2007,1.15,28553.0191975,71267074.27,67966927.015
There's Something About Mary,69,1998-07-15,176484651.0,1998-07-15,119.0,R,Romantic Comedy,Fox,The Farrelly Bros.,"Bradley Thomas,Charles B. Wessler",23000000.0,2555.0,"Cameron Diaz,Matt Dillon,Ben Stiller",,,,7,1998,1.0,69074.2273973,123529379.5,127175374.0
Think Like a Man,51,2012-04-20,95209093.2,2012-04-20,122.0,PG-13,Comedy,Sony / Screen Gems,Tim Story,"Rob Hardy, ,(executive),Steve Harvey ,(executive),Will Packer",12480000.0,2052.0,"Terrence Jenkins,Michael Ealy,Jerry Ferrara,Meagan Good,Regina Hall,Kevin Hart,Taraji P. Henson,Romany Malco,Gabrielle Union,Chris Brown,Steve Harvey","Keith Merryman,David A. Newman",,Christopher Lennertz,4,2012,1.04,46398.1935673,95408134.97,70559654.15
Think Like a Man Too,38,2014-06-20,65834003.82,2014-06-20,106.0,PG-13,Comedy,Sony / Screen Gems,Tim Story,"Steve Harvey ,(executive),Will Packer",24240000.0,2225.0,"Terrence Jenkins,Michael Ealy,Jerry Ferrara,Meagan Good,Regina Hall,Taraji P. Henson,Romany Malco,Wendi McLendon-Covey,Gabrielle Union,Kevin Hart","Keith Merryman,David A. Newman",,Christopher Lennertz,6,2014,1.01,29588.3163236,179253128.5,95209093.2
Thirteen,70,2003-08-20,5935345.47,2003-08-20,95.0,R,Drama,Fox Searchlight,Catherine Hardwicke,"Tim Bevan, ,(executive producer),Eric Fellner, ,(executive producer),Michael London",2580000.0,243.0,"Evan Rachel Wood,Holly Hunter,Vanessa Hudgens*",,Elliot Davis,Mark Mothersbaugh,8,2003,1.29,24425.29,6296444.595,76413666.7955
Thirteen Days,67,2000-12-25,47737082.82,2000-12-22,147.0,PG-13,Action Drama,New Line,Roger Donaldson,"Marc Abraham, ,(executive),Kevin Costner,Michael De Luca, ,(executive)",110400000.0,2034.0,Kevin Costner,,,Trevor Jones,12,2000,1.38,23469.5589086,86652198.2971,97158086.064
Thirteen Ghosts,30,2001-10-26,56103066.4,2001-10-26,91.0,R,Horror,Warner Bros.,,"Gilbert Adler,Joel Silver",56280000.0,2781.0,Matthew Lillard,Richard D'Ovidio,,John Frizzell,10,2001,1.34,20173.7024092,35099952.3743,79822073.9507
This Christmas,63,2007-11-21,56490224.1,2007-11-21,117.0,PG-13,Drama,Sony / Screen Gems,,Will Packer,14950000.0,1921.0,"Delroy Lindo,Idris Elba,Loretta Devine,Chris Brown,Sharon Leal,Mekhi Phifer,Regina King,Brandon T. Jackson*",,,Marcus Miller,11,2007,1.15,29406.6757418,153952592.0,44904499.795
This Is 40,59,2012-12-21,70246285.2,2012-12-21,133.0,R,Comedy,Universal,Judd Apatow,"Judd Apatow,Barry Mendel,Clayton Townsend",36400000.0,2931.0,"Paul Rudd,Leslie Mann,Albert Brooks,John Lithgow,Megan Fox,Jason Segel,Chris O'Dowd,Melissa McCarthy,Annie Mumolo",Judd Apatow,,Jon Brion,12,2012,1.04,23966.6616172,169209078.026,98201958.5018
This Means War,31,2012-02-17,56951222.64,2012-02-17,97.0,PG-13,Action,Fox,McG,"Simon Kinberg,James Lassiter,Robert Simonds,Will Smith,Lisa Stewart, ,(executive)",67600000.0,3189.0,"Tom Hardy,Chris Pine,Reese Witherspoon,Til Schweiger,Chelsea Handler,Angela Bassett,Rosemary Harris*","Timothy Dowling,Simon Kinberg",,Christophe Beck,2,2012,1.04,17858.6461712,134013643.208,146297372.558
Thor,57,2011-05-06,191892461.44,2011-05-06,115.0,PG-13,Action / Adventure,Paramount,Kenneth Branagh,"Louis D'Esposito, ,(executive),Kevin Feige,Alan Fine, ,(executive),Stan Lee, ,(executive),David Maisel, ,(executive),Patricia Whitcher, ,(executive)",159000000.0,3963.0,"Chris Hemsworth,Natalie Portman,Kat Dennings,Anthony Hopkins,Ray Stevenson,Idris Elba,Stellan Skarsgard,Rene Russo,Colm Feore,Clark Gregg,Tom Hiddleston,Samuel L. Jackson*, ,(Cameo),Jeremy Renner*, ,(Cameo)","Ashley Miller,Don Payne,Zack Stentz",,Patrick Doyle,5,2011,1.06,48421.0096997,315437998.53,340552330.79
Thor: The Dark World,54,2013-11-08,210489382.8,2013-11-08,120.0,PG-13,Action / Adventure,Buena Vista,Alan Taylor,"Louis D'Esposito, ,(executive),Kevin Feige,Alan Fine, ,(executive),Stan Lee, ,(executive)",173400000.0,3841.0,"Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Idris Elba,Stellan Skarsgard,Christopher Eccleston,Kat Dennings,Ray Stevenson,Zachary Levi,Jaimie Alexander,Chris O'Dowd,Rene Russo,Chris Evans*","Christopher Markus,Stephen McFeely,Christopher Yost",,Brian Tyler,11,2013,1.02,54800.6724291,246272181.82,357037013.562
Three to Tango,36,1999-10-22,15115636.25,1999-10-22,98.0,PG-13,Romantic Comedy,Warner Bros.,,Jeffrey Silver,28600000.0,2234.0,"Matthew Perry,Neve Campbell,Dylan McDermott,Oliver Platt,John C. McGinley",Aline Brosh McKenna,,Graeme Revell,10,1999,1.43,6766.17558192,102314823.0,83491904.0
Thunderbirds,36,2004-07-30,8669955.42,2004-07-30,95.0,PG,Family Adventure,Universal,,"Tim Bevan,Eric Fellner",71820000.0,2062.0,"Vanessa Hudgens*,Ben Kingsley",,,"Ramin Djawadi,Hans Zimmer",7,2004,1.26,4204.63405432,41863296.736,59224179.5154
Timeline,28,2003-11-26,25131706.47,2003-11-26,116.0,PG-13,Sci-Fi Adventure,Paramount,Richard Donner,"Lauren Schuler Donner,Jim Van Wyck",103200000.0,2787.0,"Paul Walker,Frances O'Connor,Gerard Butler,Billy Connolly,David Thewlis,Anna Friel,Neal McDonough,Matt Craven,Ethan Embry,Michael Sheen",George Nolfi,,Brian Tyler,11,2003,1.29,9017.47630786,174336262.32,111106805.803
Titanic,74,1997-12-19,600788188.0,1997-12-19,194.0,PG-13,Romance,Paramount,James Cameron,Jon Landau,200000000.0,3265.0,"Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Bill Paxton,Bernard Hill,Ioan Gruffudd*",James Cameron,,James Horner,12,1997,1.0,184008.633384,241721524.0,103738726.0
Tomorrowland,60,2015-05-22,93436322.0,2015-05-22,130.0,PG,Sci-Fi,Buena Vista,Brad Bird,"Brad Bird,Jeffrey Chernov,Damon Lindelof",190000000.0,3972.0,"Keegan-Michael Key,Britt Robertson,George Clooney,Hugh Laurie,Kathryn Hahn*,Judy Greer*","Brad Bird,Damon Lindelof",,Michael Giacchino,5,2015,1.0,23523.7467271,210631044.89,189306426.683
Tooth Fairy,36,2010-01-22,65424259.04,2010-01-22,102.0,PG,Fantasy Comedy,Fox,Michael Lembeck,Jason Blum,52320000.0,3345.0,"Dwayne Johnson,Julie Andrews,Ashley Judd,Seth MacFarlane,Brandon T. Jackson","Randi Mayem Singer,Joshua Sternin,Jeffrey Ventimilia",,,1,2010,1.09,19558.8218356,132484203.55,78872835.435
Torque,41,2004-01-16,26730974.34,2004-01-16,81.0,PG-13,Action,Warner Bros.,,Neal H. Moritz,50400000.0,2463.0,"Ice Cube,Adam Scott",,,Trevor Rabin,1,2004,1.26,10853.0143484,56675764.8429,77109994.2689
Total Recall (2012),43,2012-08-03,61233087.76,2012-08-03,121.0,PG-13,Sci-Fi Action,Sony / Columbia,Len Wiseman,"Toby Jaffe,Neal H. Moritz",130000000.0,3601.0,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bill Nighy,John Cho","Mark Bomback,Kurt Wimmer",,Harry Gregson-Williams,8,2012,1.04,17004.4675812,123471334.009,91055951.7968
Town & Country,34,2001-04-27,9004763.82,2001-04-27,104.0,R,Romantic Comedy,New Line,Peter Chelsom,"Michael De Luca, ,(executive),Simon Fields,Sidney Kimmel, ,(executive)",120600000.0,2222.0,"Warren Beatty,Diane Keaton,Goldie Hawn,Garry Shandling,Josh Hartnett*",,,Rolfe Kent,4,2001,1.34,4052.5489739,49140736.2525,135265915.0
Toy Story 3,92,2010-06-18,452355319.2,2010-06-18,103.0,G,Animation,Buena Vista,Lee Unkrich,"Darla K. Anderson,John Lasseter, ,(executive)",218000000.0,4028.0,"Tom Hanks, ,(Voice),Michael Keaton, ,(Voice),Joan Cusack ,(Voice),Tim Allen, ,(Voice),Don Rickles ,(Voice),John Ratzenberger ,(Voice),Whoopi Goldberg* ,(Voice),Wallace Shawn ,(Voice),Timothy Dalton ,(Voice),Bonnie Hunt*, ,(Voice),Ned Beatty ,(Voice),Jodi Benson* ,(Voice),Richard Kind* ,(Voice),Jeff Garlin* ,(Voice),Lee Unkrich*, ,(Voice)","Michael Arndt,John Lasseter, ,(story),Andrew Stanton, ,(story),Lee Unkrich, ,(story)",,Randy Newman,6,2010,1.09,112302.710824,248427062.04,270509613.663
Trainwreck,75,2015-07-17,110212700.0,2015-07-17,125.0,R,Comedy,Universal,Judd Apatow,"Judd Apatow,Barry Mendel",35000000.0,3171.0,"John Cena,Brie Larson,Method Man,Ezra Miller,Daniel Radcliffe, ,(Cameo),Marisa Tomei,Amy Schumer,Bill Hader,Tilda Swinton",Amy Schumer,,Jon Brion,7,2015,1.0,34756.4490697,351765640.245,96127761.3161
Traitor,60,2008-08-27,26119222.41,2008-08-27,110.0,PG-13,Drama / Thriller,Overture Films,,"Arlene Gibbs, ,(executive),David Hoberman,Jeffrey Silver",24420000.0,2108.0,"Don Cheadle,Guy Pearce,Neal McDonough,Jeff Daniels",,,,8,2008,1.11,12390.5229649,88669512.745,77678548.762
Trance,61,2013-04-05,2375317.86,2013-04-05,101.0,R,Crime Thriller,Fox Searchlight,Danny Boyle,"Steven M. Rales, ,(executive)",20400000.0,443.0,"James McAvoy,Vincent Cassel,Rosario Dawson",,,,4,2013,1.02,5361.89133183,116580599.02,21797295.952
Transcendence,42,2014-04-17,23252532.09,2014-04-18,120.0,PG-13,Sci-Fi,Warner Bros.,Wally Pfister,"Kate Cohen,Broderick Johnson,Andrew A. Kosove,Dan Mintz, ,(executive),Christopher Nolan, ,(executive),Marisa Polvino,Aaron Ryder,Emma Thomas, ,(executive),David Valdes",101000000.0,3455.0,"Johnny Depp,Rebecca Hall,Paul Bettany,Cillian Murphy,Kate Mara,Cole Hauser,Morgan Freeman,Clifton Collins, Jr.",Jack Paglen,,Mychael Danna,4,2014,1.01,6730.11059045,132466987.545,289427981.982
Transformers,61,2007-07-03,367133121.95,2007-07-03,143.0,PG-13,Sci-Fi Action,Paramount (DreamWorks),Michael Bay,"Michael Bay, ,(executive),Ian Bryce,Tom DeSanto,Lorenzo di Bonaventura,Don Murphy,Steven Spielberg, ,(executive),Mark Vahradian, ,(executive)",172500000.0,4050.0,"Shia LaBeouf,Tyrese Gibson,Josh Duhamel,Anthony Anderson,Megan Fox,Rachael Taylor,John Turturro,Jon Voight,Bernie Mac*","Alex Kurtzman,Roberto Orci",,Steve Jablonsky,7,2007,1.15,90650.1535679,166707356.64,247179357.36
Transformers: Dark of the Moon,42,2011-06-29,373533975.58,2011-06-29,154.0,PG-13,Sci-Fi Action,Paramount (DreamWorks),Michael Bay,"Michael Bay, ,(executive),Ian Bryce,Tom DeSanto,Lorenzo di Bonaventura,Don Murphy,Steven Spielberg, ,(executive),Mark Vahradian, ,(executive)",206700000.0,4088.0,"Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,Tyrese Gibson,Frances McDormand,Patrick Dempsey,John Malkovich,Alan Tudyk,Ken Jeong,John Turturro,Hugo Weaving*, ,(Voice),Leonard Nimoy*, ,(Voice)",Ehren Kruger,,Steve Jablonsky,6,2011,1.06,91373.2816977,198843549.669,326959003.093
Transformers: Revenge of the Fallen,35,2009-06-24,446344175.7,2009-06-24,144.0,PG-13,Sci-Fi Action,Paramount (DreamWorks),Michael Bay,"Michael Bay, ,(executive),Ian Bryce,Tom DeSanto,Lorenzo di Bonaventura,Don Murphy,Steven Spielberg, ,(executive),Mark Vahradian, ,(executive)",222000000.0,4293.0,"Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,John Turturro","Ehren Kruger,Alex Kurtzman,Roberto Orci",,Steve Jablonsky,6,2009,1.11,103970.224948,185108768.335,367133121.95
Transporter 2,56,2005-09-02,52576944.32,2005-09-02,88.0,PG-13,Action,Fox,Louis Leterrier,Luc Besson,39040000.0,3320.0,Jason Statham,"Luc Besson,Robert Mark Kamen",,Alexandre Azaria,9,2005,1.22,15836.429012,44802970.75,29918480.0483
Trapped,42,2002-09-20,9336691.32,2002-09-20,110.0,R,Thriller,Sony / Columbia,,"Mark Canton, ,(executive)",39600000.0,2227.0,"Kevin Bacon,Charlize Theron,Dakota Fanning",,,John Ottman,9,2002,1.32,4192.49722497,66677241.6333,27933586.87
Tropic Thunder,71,2008-08-13,122671997.43,2008-08-13,107.0,R,Action Comedy,Paramount (DreamWorks),Ben Stiller,Ben Stiller,102120000.0,3473.0,"Ben Stiller,Jack Black,Robert Downey, Jr.,Steve Coogan,Jay Baruchel,Danny McBride,Brandon T. Jackson,Bill Hader,Nick Nolte,Matthew McConaughey*,Tom Cruise*","Justin Theroux,Ben Stiller,Etan Cohen",John Toll,Theodore Shapiro,8,2008,1.11,35321.6232162,281566413.48,79080575.875
Troy,56,2004-05-14,168056602.56,2004-05-14,163.0,R,Historical Epic,Warner Bros.,Wolfgang Petersen,Colin Wilson,220500000.0,3411.0,"Brad Pitt,Eric Bana,Orlando Bloom,Brian Cox,Sean Bean,Peter O'Toole,Diane Kruger,Brendan Gleeson,Rose Byrne,Garrett Hedlund*",David Benioff,,"James Horner,Gabriel Yared*, ,(Unused)",5,2004,1.26,49269.0127704,437194939.788,150718203.702
True Crime,65,1999-03-19,23809168.24,1999-03-19,127.0,R,Thriller,Warner Bros.,Clint Eastwood,Clint Eastwood,78650000.0,1852.0,"Clint Eastwood,James Woods,Denis Leary,Lucy Liu*",Stephen Schiff,,"Clint Eastwood*, ,(song)",3,1999,1.43,12855.9223758,153952592.0,48310936.0
True Lies,63,1994-07-15,146282411.0,1994-07-15,144.0,R,Action Comedy,Fox,James Cameron,James Cameron,115000000.0,2561.0,"Tom Arnold,Arnold Schwarzenegger",James Cameron,,,7,1994,1.0,57119.2545881,89234938.5,204843345.0
Turbo,58,2013-07-17,84688690.56,2013-07-17,96.0,PG,Animation,Fox,David Soren,Lisa Stewart,137700000.0,3809.0,"Ryan Reynolds, ,(Voice),Paul Giamatti, ,(Voice),Michael Pena ,(Voice),Samuel L. Jackson, ,(Voice),Luis Guzman ,(Voice),Maya Rudolph ,(Voice),Michelle Rodriguez, ,(Voice),Snoop Dogg, ,(Voice),Bill Hader* ,(Voice),Ken Jeong* ,(Voice),Richard Jenkins* ,(Voice)","Darren Lemke,Robert D. Siegel,David Soren",,Henry Jackman,7,2013,1.02,22233.8384248,186181688.16,95856328.3425
